PROPERTY.STREET.ADDRESS.OR.STOREFRONT.ADDRESS,LATITUDE,LONGITUDE,PRIMARY.BUSINESS.ACTIVITY,COMMUNITY.BOARD,IMPACTED
60 WALKER STREET,40.7189434,-74.0027994,RETAIL,101.0,True
60 WALKER STREET,40.7189434,-74.0027994,RETAIL,101.0,True
52 LISPENARD STREET,40.71946,-74.003139,RETAIL,101.0,False
42 LISPENARD STREET,40.719649,-74.003557,RETAIL,101.0,False
91 WALKER STREET,40.7177961,-74.0014249,RETAIL,101.0,True
276B CANAL STREET,40.7190642,-74.0017532,RETAIL,101.0,True
416B BROADWAY,40.7190642,-74.0017532,RETAIL,101.0,True
264 CANAL ST,40.7185811,-74.0012554,RETAIL,101.0,False
264 CANAL ST,40.7185811,-74.0012554,RETAIL,101.0,False
101 LAFAYETTE STREET,40.717711,-74.0008874,RETAIL,101.0,True
101 LAFAYETTE STREET,40.717711,-74.0008874,RETAIL,101.0,True
240A Canal Street,40.717862,-74.0003211,RETAIL,106.0,False
240 Canal Street,40.717862,-74.0003211,RETAIL,106.0,False
153A/B Centre Street,40.717862,-74.0003211,RETAIL,106.0,False
151A/B Centre Street,40.717862,-74.0003211,RETAIL,106.0,False
106 Walker Street,40.717862,-74.0003211,RETAIL,106.0,False
94 Walker Street,40.717925,-74.000595,RETAIL,101.0,True
107B Lafayette Street,40.717925,-74.000595,RETAIL,101.0,True
107A Lafayette Street,40.717925,-74.000595,RETAIL,101.0,True
109 Lafayette Street,40.717925,-74.000595,RETAIL,101.0,True
139 Centre Street (#105),40.717511,-74.000812,RETAIL,101.0,True
234 CANAL STREET,40.7176863,-73.9999531,RETAIL,101.0,False
234 CANAL STREET,40.7176863,-73.9999531,RETAIL,101.0,False
234 CANAL STREET,40.7176863,-73.9999531,RETAIL,101.0,False
234 CANAL STREET,40.7176863,-73.9999531,RETAIL,101.0,False
234 CANAL STREET,40.7176863,-73.9999531,RETAIL,101.0,False
232 CANAL STREET,40.7176232,-73.9998232,RETAIL,101.0,False
125 WALKER STREET,40.7173213,-73.9999315,RETAIL,101.0,False
125 WALKER STREET,40.7173213,-73.9999315,RETAIL,101.0,False
125 WALKER STREET,40.7173213,-73.9999315,RETAIL,101.0,False
125 WALKER STREET,40.7173213,-73.9999315,RETAIL,101.0,False
125 WALKER STREET,40.7173213,-73.9999315,RETAIL,101.0,False
214 Canal St,40.7170139,-73.9991919,RETAIL,103.0,True
83 MULBERRY STREET,40.716561,-73.9992172,RETAIL,103.0,False
94 Bayard,40.7160751,-73.9994192,RETAIL,103.0,False
94 Bayard,40.7160751,-73.9994192,RETAIL,103.0,False
71 1/2 MULBERRY STREET,40.7162179,-73.99943,RETAIL,103.0,False
84 MULBERRY STREET,40.7164841,-73.9986761,RETAIL,103.0,False
83 MOTT STREET,40.7167037,-73.9980809,RETAIL,103.0,False
73 MOTT STREET,40.7163935,-73.9982901,RETAIL,103.0,False
"69-71 Mott Street, North Store",40.7163139,-73.9983659,RETAIL,103.0,False
63 MOTT STREET,40.7161191,-73.9984885,RETAIL,103.0,False
59B MOTT STREET,40.7159955,-73.9985679,RETAIL,103.0,False
78 BAYARD STREET,40.7158473,-73.9986942,RETAIL,103.0,False
200 CANAL STREET,40.716745,-73.998413,RETAIL,103.0,False
52 Mott Street,40.7157293,-73.9982469,RETAIL,103.0,True
60 MOTT STREET,40.7159434,-73.9979258,RETAIL,103.0,False
60 MOTT STREET,40.7159434,-73.9979258,RETAIL,103.0,False
68 MOTT STREET,40.7161437,-73.9979005,RETAIL,103.0,False
74 MOTT STREET,40.7163276,-73.9977851,RETAIL,103.0,False
74 MOTT STREET,40.7163276,-73.9977851,RETAIL,103.0,False
10 ELIZABETH STREET,40.7157046,-73.9972476,RETAIL,103.0,False
156 CANAL STREET,40.7161959,-73.9968147,RETAIL,103.0,False
26 Elizabeth Street,40.7159928,-73.9968292,RETAIL,103.0,False
58 ELIZABETH STREET,40.7173734,-73.9962267,RETAIL,102.0,False
144 Hester Street,40.7173157,-73.9960607,RETAIL,102.0,False
84 BOWERY,40.7171181,-73.9959453,RETAIL,102.0,False
82 BOWERY,40.7170248,-73.996003,RETAIL,102.0,False
82 BOWERY (BOOTH),40.7170248,-73.996003,RETAIL,102.0,False
76 BOWERY,40.7168656,-73.9960824,RETAIL,102.0,False
74 BOWERY,40.7168162,-73.9961618,RETAIL,102.0,False
74 BOWERY,40.7168162,-73.9961618,RETAIL,102.0,False
74 BOWERY,40.7168162,-73.9961618,RETAIL,102.0,False
74 BOWERY,40.7168162,-73.9961618,RETAIL,102.0,False
70 BOWERY,40.7167283,-73.9962375,RETAIL,102.0,False
70 BOWERY,40.7167283,-73.9962375,RETAIL,102.0,False
70 BOWERY,40.7167283,-73.9962375,RETAIL,102.0,False
167 CANAL STREET,40.7168052,-73.9970023,RETAIL,102.0,False
167 CANAL STREET,40.7168052,-73.9970023,RETAIL,102.0,False
167 CANAL STREET,40.7168052,-73.9970023,RETAIL,102.0,False
167 CANAL STREET,40.7168052,-73.9970023,RETAIL,102.0,False
173 CANAL STREET,40.7168546,-73.997143,RETAIL,102.0,False
175 CANAL STREET,40.7168931,-73.997244,RETAIL,102.0,False
177 CANAL STREET,40.7169178,-73.9973125,RETAIL,102.0,False
179 CANAL STREET,40.7169397,-73.9973811,RETAIL,102.0,False
181 CANAL STREET,40.7169644,-73.9974496,RETAIL,102.0,False
181 CANAL STREET,40.7169644,-73.9974496,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
158 HESTER STREET,40.717563,-73.996955,RETAIL,102.0,False
53 ELIZABETH STREET UNIT 1A,40.717305,-73.996797,RETAIL,102.0,False
110 MULBERRY STREET,40.7174201,-73.9980989,RETAIL,102.0,True
110 MULBERRY STREET,40.7174201,-73.9980989,RETAIL,102.0,True
112 MULBERRY STREET,40.7174832,-73.9980592,RETAIL,102.0,False
118 MULBERRY STREET,40.7176698,-73.9979438,RETAIL,102.0,True
126 MULBERRY STREET,40.7178949,-73.9979005,RETAIL,102.0,True
178 HESTER STREET,40.7179663,-73.9978031,RETAIL,102.0,True
176 HESTER STREET,40.7178729,-73.9977562,RETAIL,102.0,True
174 HESTER STREET,40.7178455,-73.9976768,RETAIL,102.0,True
185 CANAL STREET,40.7171456,-73.9977959,RETAIL,102.0,False
185 CANAL STREET,40.7171456,-73.9977959,RETAIL,102.0,False
185 CANAL STREET,40.7171456,-73.9977959,RETAIL,102.0,False
191 CANAL STREET,40.7171456,-73.9979618,RETAIL,102.0,True
191 CANAL STREET,40.7171456,-73.9979618,RETAIL,102.0,True
121 BAXTER STREET,40.7179553,-73.9987663,RETAIL,102.0,False
209 CANAL STREET,40.717475,-73.9988312,RETAIL,102.0,False
213 Canal Street,40.717593,-73.9989466,RETAIL,102.0,False
114 BAXTER S TREET aka 227 Canal Street,40.7178839,-73.9993795,RETAIL,102.0,False
123 LAFAYETTE STREET,40.7187184,-73.999982,RETAIL,102.0,True
185 Centre Street,40.7186031,-73.9997439,RETAIL,102.0,False
35 HOWARD STREET,40.7195088,-74.0010354,RETAIL,102.0,True
33 Howard Street,40.7194732,-74.000956,RETAIL,102.0,True
251A CANAL STREET,40.7187156,-74.0005014,RETAIL,102.0,True
251B CANAL STREET,40.7187156,-74.0005014,RETAIL,102.0,True
253A CANAL STREET,40.7187156,-74.0005014,RETAIL,102.0,True
255 Canal Street,40.7187678,-74.0005664,RETAIL,102.0,True
255A Canal Street,40.7187678,-74.0005664,RETAIL,102.0,True
257 CANAL STREET,40.7188474,-74.0006638,RETAIL,102.0,True
257 CANAL STREET,40.7188474,-74.0006638,RETAIL,102.0,True
257 CANAL STREET,40.7188474,-74.0006638,RETAIL,102.0,True
257 CANAL STREET,40.7188474,-74.0006638,RETAIL,102.0,True
261-263 Canal Street,40.7191026,-74.0007143,RETAIL,102.0,False
21 Howard Street,40.7191026,-74.0007143,RETAIL,102.0,False
273 CANAL STREET,40.7193277,-74.0010029,RETAIL,102.0,True
342 CANAL STREET,40.7202609,-74.0034993,RETAIL,101.0,True
324 CANAL STREET,40.7199178,-74.0031386,RETAIL,101.0,True
304 Canal Street,40.7196351,-74.0026623,RETAIL,101.0,False
"302 Canal Street New York, NY 1001",40.7195857,-74.002583,RETAIL,101.0,False
"302 Canal St 302 Canal Street New York, NY",40.7195857,-74.002583,RETAIL,101.0,False
57 Beach Street,40.7208451,-74.0096972,RETAIL,101.0,False
57 Beach Street,40.7208451,-74.0096972,RETAIL,101.0,False
401 Greenwich Street,40.7209165,-74.0096864,RETAIL,101.0,False
49 BEACH STREET,40.7207985,-74.0091632,RETAIL,101.0,True
145 HUDSON STREET,40.721073,-74.008687,RETAIL,101.0,True
145 HUDSON STREET,40.721073,-74.008687,RETAIL,101.0,True
10 HUBERT STREET,40.7216164,-74.0092319,RETAIL,101.0,False
415 GREENWICH STREET,40.721768,-74.009495,RETAIL,101.0,True
415 GREENWICH STREET,40.721768,-74.009495,RETAIL,101.0,True
399 WASHINGTON STREET,40.7217179,-74.0104044,RETAIL,101.0,False
408 Greenwich Street,40.72165,-74.010119,RETAIL,101.0,True
408 Greenwich Street,40.72165,-74.010119,RETAIL,101.0,True
88 LAIGHT STREET,40.7224,-74.011,RETAIL,101.0,True
92 LAIGHT ST REET,40.72258,-74.0109,RETAIL,101.0,True
92 LAIGHT ST REET,40.72258,-74.0109,RETAIL,101.0,True
92 LAIGHT STREET,40.722583,-74.010989,RETAIL,101.0,True
92 LAIGHT STREET,40.722583,-74.010989,RETAIL,101.0,True
177 HUDSON STREET,40.7225333,-74.0084744,RETAIL,101.0,True
165 Husdon Street,40.7221627,-74.0085429,RETAIL,101.0,False
165 Hudson Street,40.7221627,-74.0085429,RETAIL,101.0,False
31 Desbrosses Street,40.7233016,-74.0106175,RETAIL,101.0,False
438 GREENWICH STREET,40.7229449,-74.0098851,RETAIL,101.0,False
465 GREENWICH STREET,40.7237189,-74.0092069,RETAIL,101.0,False
465 GREENWICH STREET,40.7237189,-74.0092069,RETAIL,101.0,False
381 CANAL STREET,40.7216277,-74.0045889,RETAIL,102.0,False
381 CANAL STREET,40.7216277,-74.0045889,RETAIL,102.0,False
383 CANAL STREET,40.7216771,-74.0046286,RETAIL,102.0,False
393 CANAL STREET,40.7218967,-74.0049497,RETAIL,102.0,False
393 CANAL STREET,40.7218967,-74.0049497,RETAIL,102.0,False
393 CANAL STREET,40.7218967,-74.0049497,RETAIL,102.0,False
47 GRAND STREET,40.7223057,-74.0040622,RETAIL,102.0,False
363 CANAL STREET,40.7212133,-74.0040153,RETAIL,102.0,True
369 Canal Street,40.7213615,-74.0041848,RETAIL,102.0,True
373 CANAL STREET,40.7214109,-74.0042642,RETAIL,102.0,True
307 WEST BROADWAY,40.7215317,-74.0041163,RETAIL,102.0,True
57 GRAND STREET,40.7221136,-74.0036076,RETAIL,102.0,False
3 Wooster Street,40.721334,-74.003824,RETAIL,102.0,True
3 Wooster Street,40.721334,-74.003824,RETAIL,102.0,True
27 WOOSTER STREET,40.721966,-74.003344,RETAIL,102.0,False
335-41 Canal Street,40.7208235,-74.0031602,RETAIL,102.0,True
12 WOOSTER STREET,40.7212353,-74.0032901,RETAIL,102.0,False
29 GREENE STREET,40.7213725,-74.0027382,RETAIL,102.0,True
23 GREENE STREET,40.7212572,-74.0028356,RETAIL,102.0,True
21 Greene Street,40.721159,-74.002919,RETAIL,102.0,True
319 Canal Street,40.7202966,-74.0026407,RETAIL,102.0,False
329-331 Canal,40.7205299,-74.0028897,RETAIL,102.0,False
329 Canal,40.7205299,-74.0028897,RETAIL,102.0,False
91 GRAND STREET,40.7214082,-74.0021574,RETAIL,102.0,True
95 Grand Street,40.7213423,-74.0020599,RETAIL,102.0,True
19 MERCER STREET,40.7207604,-74.0021862,RETAIL,102.0,False
3 Mercer Street,40.7203075,-74.0024531,RETAIL,102.0,False
21 MERCER STREET,40.720832,-74.002125,RETAIL,102.0,True
8 GREENE STREET,40.720632,-74.002738,RETAIL,102.0,False
20 GREENE STREET,40.720975,-74.002446,RETAIL,102.0,True
26 Greene Street,40.720975,-74.002446,RETAIL,102.0,True
27 MERCER STREET,40.720945,-74.002027,RETAIL,102.0,True
32 GREENE STREET,40.721236,-74.002226,RETAIL,102.0,False
10 GREENE STREET,40.720689,-74.002688,RETAIL,102.0,False
"303 Canal Street, Store",40.7197943,-74.002096,RETAIL,102.0,False
305 CANAL STREET,40.719959,-74.0020635,RETAIL,102.0,False
433 BROADWAY,40.7202115,-74.0015657,RETAIL,102.0,True
50 HOWARD STREET,40.7203817,-74.0018723,RETAIL,102.0,True
107 GRAND STREET,40.7209883,-74.0013853,RETAIL,102.0,True
455 BROADWAY,40.7207742,-74.0011183,RETAIL,102.0,False
451 Broadway,40.7207275,-74.0013528,RETAIL,102.0,False
443 BROADWAY,40.720495,-74.001555,RETAIL,102.0,False
307 CANAL STREET,40.720003,-74.002136,RETAIL,102.0,False
307 CANAL STREET,40.720003,-74.002136,RETAIL,102.0,False
434 BROADWAY,40.7199233,-74.0010678,RETAIL,102.0,False
440 BROADWAY,40.7200358,-74.0009704,RETAIL,102.0,False
442 BROADWAY,40.7201292,-74.0009307,RETAIL,102.0,False
446 BROADWAY,40.7202335,-74.0007395,RETAIL,102.0,False
14 CROSBY STREET,40.7204366,-74.0007035,RETAIL,102.0,True
452 BROADWAY,40.7204366,-74.0007035,RETAIL,102.0,True
454 BROADWAY,40.7204558,-74.0006097,RETAIL,102.0,True
125 GRAND STREET,40.7204091,-74.0003175,RETAIL,102.0,False
30 HOWARD STREET,40.719808,-74.0006097,RETAIL,102.0,True
30 HOWARD STREET,40.719808,-74.0006097,RETAIL,102.0,True
129 GRAND STREET,40.720335,-74.000162,RETAIL,102.0,False
129 GRAND STREET,40.720335,-74.000162,RETAIL,102.0,False
21 Crosby St,40.720217,-73.9999062,RETAIL,102.0,False
21 Crosby St,40.720217,-73.9999062,RETAIL,102.0,False
21 Crosby St,40.720217,-73.9999062,RETAIL,102.0,False
135 GRAND STREET,40.7201758,-73.9998268,RETAIL,102.0,False
137 GRAND STREET,40.7201292,-73.9997294,RETAIL,102.0,False
148 LAFAYETTE STREET,40.7194951,-73.9999351,RETAIL,102.0,False
22 HOWARD STREET,40.7196324,-74.0002056,RETAIL,102.0,True
206 CENTRE STREET,40.7188885,-73.9988167,RETAIL,102.0,False
150 BAXTER STREET,40.7192536,-73.9985029,RETAIL,102.0,False
148 Baxter Street,40.7191657,-73.9985498,RETAIL,102.0,False
139 MULBERRY STREET,40.718765,-73.9978499,RETAIL,102.0,False
139 MULBERRY STREET,40.718765,-73.9978499,RETAIL,102.0,False
131 MULBERRY STREET,40.7184576,-73.9978896,RETAIL,102.0,False
197 HESTER STREET,40.7184521,-73.9981494,RETAIL,102.0,True
197 HESTER STREET,40.7184521,-73.9981494,RETAIL,102.0,True
145 MULBERRY STREET,40.718993,-73.997742,RETAIL,102.0,False
142 Mulberry Street,40.7187595,-73.9972836,RETAIL,102.0,False
193 Grand St,40.7190724,-73.9972439,RETAIL,102.0,False
141 MOTT STREET,40.7187348,-73.996894,RETAIL,102.0,False
137B MOTT STREET,40.7186085,-73.9969589,RETAIL,102.0,False
135A MOTT STREET,40.7185454,-73.9969914,RETAIL,102.0,False
135B MOTT STREET,40.7185454,-73.9969914,RETAIL,102.0,False
133 MOTT STREET,40.718485,-73.9970311,RETAIL,102.0,False
129 MOTT STREET,40.7183588,-73.9971068,RETAIL,102.0,False
127 MOTT STREET,40.7182929,-73.9971429,RETAIL,102.0,False
123 MOTT STREET,40.7181776,-73.9971357,RETAIL,102.0,False
121 Mott Street,40.7180486,-73.9972151,RETAIL,102.0,False
185 HESTER STREET,40.7182078,-73.9974531,RETAIL,102.0,False
132 MULBERRY STREET,40.71849,-73.9974,RETAIL,102.0,False
205 Grand Street,40.7188226,-73.9964502,RETAIL,102.0,False
140 Mott Street,40.7188226,-73.9964502,RETAIL,102.0,False
209 Grand Street,40.718754,-73.9962482,RETAIL,102.0,False
209 Grand Street,40.718754,-73.9962482,RETAIL,102.0,False
95A ELIZABETH ST,40.7185179,-73.9960823,RETAIL,102.0,False
95B ELIZABETH ST,40.7185179,-73.9960823,RETAIL,102.0,False
85 ELIZABETH STREET,40.7181748,-73.9962555,RETAIL,102.0,False
167 HESTER STREET,40.7179004,-73.9965693,RETAIL,102.0,False
217 GRAND STREET,40.71868,-73.996,RETAIL,102.0,True
217 GRAND STREET,40.71868,-73.996,RETAIL,102.0,True
128 MOTT STREET,40.718477,-73.996476,RETAIL,102.0,False
128 MOTT STREET,40.718477,-73.996476,RETAIL,102.0,False
92 ELIZABETH STREET,40.7183615,-73.9956061,RETAIL,102.0,False
94 ELIZABETH STREET,40.7183615,-73.9956061,RETAIL,102.0,False
96 ELIZABETH STREET,40.7183615,-73.9956061,RETAIL,102.0,False
114 BOWERY,40.7182407,-73.995267,RETAIL,102.0,False
80 ELIZABETH STREET,40.71778,-73.9959,RETAIL,102.0,False
80 ELIZABETH STREET,40.71778,-73.9959,RETAIL,102.0,False
235 CHERRY STREET,40.7107664,-73.9904991,RETAIL,103.0,False
280 HENRY STREET,40.71359,-73.9836198,RETAIL,103.0,False
211 Madison Street,40.7129429,-73.9893337,RETAIL,103.0,False
29 RUTGERS STREET,40.7128331,-73.9898315,RETAIL,103.0,False
142 HENRY STREET,40.713248,-73.990362,RETAIL,103.0,False
42 MARKET STREET,40.7122159,-73.9940843,RETAIL,103.0,True
19 MONROE STREET,40.7116917,-73.9956607,RETAIL,103.0,False
19 MONROE STREET,40.7116917,-73.9956607,RETAIL,103.0,False
118 MADISON STREET,40.7120979,-73.9947084,RETAIL,103.0,True
118 MADISON STREET,40.7120979,-73.9947084,RETAIL,103.0,True
114 MADISON STREET,40.7120457,-73.9948851,RETAIL,103.0,True
98 MADISON STREET,40.7119854,-73.9955993,RETAIL,103.0,True
43 Catherine Street,40.7119936,-73.9965588,RETAIL,103.0,True
77 MADISON STREET,40.7123587,-73.9963568,RETAIL,103.0,False
109 MADISON STREET,40.7124767,-73.99495,RETAIL,103.0,False
30 Henry Street,40.7126441,-73.9963496,RETAIL,103.0,False
28 Henry Street,40.7126387,-73.9964398,RETAIL,103.0,False
26 HENRY STREET,40.7126277,-73.9965299,RETAIL,103.0,True
31 CATHERINE STREET,40.7125014,-73.996768,RETAIL,103.0,True
31 CATHERINE STREET,40.7125014,-73.996768,RETAIL,103.0,True
33 CATHERINE STREET,40.7124273,-73.99675,RETAIL,103.0,True
53 Madison Street,40.7121035,-73.998063,RETAIL,103.0,False
53 Madison Street,40.7121035,-73.998063,RETAIL,103.0,False
45 ST JAMES PLACE,40.7125289,-73.9985752,RETAIL,103.0,False
41B MADISON STREET,40.7120431,-73.9984778,RETAIL,103.0,False
22 1 2 Catherine St,40.7129516,-73.9973523,RETAIL,103.0,False
22 Catherine Street,40.7130229,-73.997374,RETAIL,103.0,True
9 East Broadway,40.7132343,-73.9975435,RETAIL,103.0,True
29 HENRY STREET,40.7130778,-73.9964145,RETAIL,103.0,False
29 HENRY STREET,40.7130778,-73.9964145,RETAIL,103.0,False
13 MARKET STREET,40.7133907,-73.9947804,RETAIL,103.0,False
67 EAST BROADWAY,40.7135306,-73.994802,RETAIL,103.0,False
67 EAST BROADWAY,40.7135306,-73.994802,RETAIL,103.0,False
53 EAST BROADWAY,40.7133742,-73.9955379,RETAIL,103.0,False
51 EAST BROADWAY,40.7133907,-73.9956317,RETAIL,103.0,False
51 EAST BROADWAY,40.7133907,-73.9956317,RETAIL,103.0,False
49 East Broadway,40.7133852,-73.9957219,RETAIL,103.0,False
27 E. Broadway,40.7132864,-73.9967175,RETAIL,103.0,True
17 EAST BROADWAY,40.713317,-73.997017,RETAIL,103.0,True
17 EAST BROADWAY,40.713317,-73.997017,RETAIL,103.0,True
2 EAST BROADWAY,40.7136103,-73.9975327,RETAIL,103.0,True
2 EAST BROADWAY,40.7136103,-73.9975327,RETAIL,103.0,True
20 EAST BROADWAY,40.7136844,-73.9970385,RETAIL,103.0,True
20 EAST BROADWAY,40.7136844,-73.9970385,RETAIL,103.0,True
20 EAST BROADWAY,40.7136844,-73.9970385,RETAIL,103.0,True
22 EAST BROADWAY,40.7136954,-73.9969483,RETAIL,103.0,False
24 EAST BROADWAY,40.7137009,-73.9968545,RETAIL,103.0,False
32 EAST BROADWAY,40.7137311,-73.9964938,RETAIL,103.0,False
60 EAST BROADWAY,40.7138326,-73.9952349,RETAIL,103.0,True
64 EAST BROADWAY,40.7139451,-73.9950689,RETAIL,103.0,True
66 EAST BROADWAY,40.7138545,-73.9949643,RETAIL,103.0,True
39 DIVISION STREET,40.7140138,-73.9956281,RETAIL,103.0,True
23 DIVISION STREET,40.7139506,-73.9963495,RETAIL,103.0,False
19 DIVISION STREET,40.7139287,-73.9965263,RETAIL,103.0,False
9 DIVISION STREET,40.7138958,-73.9969736,RETAIL,103.0,False
91 HENRY STREET,40.7133494,-73.9931283,RETAIL,103.0,False
93 HENRY ST,40.7133576,-73.9930382,RETAIL,103.0,False
153 EAST BROADWAY,40.7137774,-73.9908053,RETAIL,103.0,False
133 EAST BROADWAY,40.7137198,-73.9917107,RETAIL,103.0,False
129 EAST BROADWAY,40.7136924,-73.9918369,RETAIL,103.0,False
126 EAST BROADWAY,40.7140877,-73.9920389,RETAIL,103.0,False
152 EAST BROADWAY,40.7141754,-73.9908593,RETAIL,103.0,False
"154 East Broadway, Store A",40.7141864,-73.9907691,RETAIL,103.0,False
"154 East Broadway, Store B",40.7141864,-73.9907691,RETAIL,103.0,False
139 DIVISION STREET - East,40.7143483,-73.9909747,RETAIL,103.0,False
139 DIVISION STREET - West,40.7143483,-73.9909747,RETAIL,103.0,False
115 DIVISION STREET,40.7142688,-73.9920641,RETAIL,103.0,False
115 DIVISION STREET,40.7142688,-73.9920641,RETAIL,103.0,False
1 Pike Street,40.7142414,-73.992313,RETAIL,103.0,False
"135 DIVISION STREET, store B",40.714335,-73.991155,RETAIL,103.0,True
135 DIVISION STREET,40.714335,-73.991155,RETAIL,103.0,True
136 EAST BROADWAY,40.714184,-73.991566,RETAIL,103.0,False
181A E. Broadway,40.713898,-73.9892,RETAIL,103.0,False
207 Clinton Street,40.713821,-73.9872522,RETAIL,103.0,False
209 HENRY STREET,40.7138402,-73.986996,RETAIL,103.0,False
43 BOWERY STREET,40.7148537,-73.9959382,RETAIL,103.0,False
37 BOWERY STREET,40.7148537,-73.9959382,RETAIL,103.0,False
21 BOWERY STREET,40.7148537,-73.9959382,RETAIL,103.0,False
17 BOWERY STREET,40.7148537,-73.9959382,RETAIL,103.0,False
5 BOWERY STREET,40.7148537,-73.9959382,RETAIL,103.0,False
41 BOWERY STREET,40.7148537,-73.9959382,RETAIL,103.0,False
104 CANAL STREET,40.7154163,-73.9941959,RETAIL,103.0,False
17 ELDRIDGE STREET,40.7149798,-73.9938749,RETAIL,103.0,False
13 Eldridge,40.7148563,-73.9939398,RETAIL,103.0,False
5 ELDRIDGE STREET,40.7145846,-73.9940336,RETAIL,103.0,False
"86 CANAL STREET, S2",40.715274,-73.993792,RETAIL,103.0,False
26 ELDRIDGE STREET,40.7151061,-73.9933157,RETAIL,103.0,False
88 DIVISION STREET,40.7144638,-73.9937487,RETAIL,103.0,False
88 DIVISION STREET,40.7144638,-73.9937487,RETAIL,103.0,False
46 CANAL STREET,40.7146119,-73.991642,RETAIL,103.0,True
40 Canal Street,40.7145817,-73.9913967,RETAIL,103.0,True
26 Ludlow Street,40.715433,-73.99048,RETAIL,103.0,False
20 ORCHARD STREET,40.7152761,-73.9914363,RETAIL,103.0,True
28 ORCHARD STREET,40.7155341,-73.9912992,RETAIL,103.0,False
32 ORCHARD STREET,40.7156768,-73.9912739,RETAIL,103.0,False
34 ORCHARD STREET,40.7157427,-73.9912415,RETAIL,103.0,False
58 Hester Street,40.7157344,-73.9909817,RETAIL,103.0,True
56 HESTER STREET,40.7156768,-73.990787,RETAIL,103.0,True
29C Ludlow Street,40.7156768,-73.990787,RETAIL,103.0,True
29D Ludlow Street,40.7156768,-73.990787,RETAIL,103.0,True
23-25 Ludlow Street,40.7155258,-73.9909673,RETAIL,103.0,False
27 Ludlow Street,40.7155258,-73.9909673,RETAIL,103.0,False
47 CANAL STREET,40.7149467,-73.9914652,RETAIL,103.0,True
"14 orchard street, store C2",40.715076,-73.99157,RETAIL,103.0,True
"14A orchard street, store C3",40.715076,-73.99157,RETAIL,103.0,True
51 CANAL STREET,40.715076,-73.99157,RETAIL,103.0,True
68 HESTER STREET,40.7159047,-73.991512,RETAIL,103.0,False
27 ORCHARD STREET,40.7155424,-73.9918259,RETAIL,103.0,True
23 ORCHARD STREET,40.7154189,-73.991898,RETAIL,103.0,True
55 Canal Street,40.715095,-73.9919305,RETAIL,103.0,True
42 ELDRIDGE STREET,40.7157346,-73.9929477,RETAIL,103.0,True
44 ELDRIDGE STREET,40.7157977,-73.9929116,RETAIL,103.0,False
46 ELDRIDGE STREET,40.7158636,-73.9928792,RETAIL,103.0,False
94 HESTER STREET,40.7163055,-73.9926915,RETAIL,103.0,False
94 HESTER STREET,40.7163055,-73.9926915,RETAIL,103.0,False
35 ALLEN STREET,40.716031,-73.9924427,RETAIL,103.0,False
17 ALLEN STREET,40.7153448,-73.9926664,RETAIL,103.0,False
99 CANAL,40.7155452,-73.9934347,RETAIL,106.0,False
149 CANAL STREET,40.7164291,-73.9954656,RETAIL,103.0,False
122 HESTER STREET,40.7169122,-73.994726,RETAIL,103.0,False
53 CHRYSTIE STREET,40.7162754,-73.9951012,RETAIL,103.0,False
89 BOWERY,40.716943,-73.995195,RETAIL,103.0,False
99 BOWERY,40.717387,-73.9949569,RETAIL,103.0,True
101 Bowery,40.7174529,-73.9949316,RETAIL,103.0,True
113 BOWERY,40.7178262,-73.9947692,RETAIL,103.0,False
113 BOWERY,40.7178262,-73.9947692,RETAIL,103.0,False
237 GRAND STREET,40.7182159,-73.9946177,RETAIL,103.0,False
243 grand st,40.718161,-73.9944409,RETAIL,103.0,False
5945 54 stre,40.7180375,-73.9944049,RETAIL,103.0,True
97C chrystie street,40.7178509,-73.9942967,RETAIL,103.0,True
79 CHRYSTIE STREET,40.7173431,-73.9945745,RETAIL,103.0,False
79 CHRYSTIE STREET,40.7173431,-73.9945745,RETAIL,103.0,False
